neighborhood_name,HomeSize,LotSize,Bedrooms,Bathrooms,SexOffenders,EnviornmentalHazards,Age,SalePrice,Neighborhood,YearBuilt,latitude,longitude,CrimeIndex_Slightly High,CrimeIndex_Very Low,CrimeIndex_Low,CrimeIndex_Moderate,CrimeIndex_High,CrimeIndex_Moderately High,SchoolQuality_Poor,SchoolQuality_Excellent,SchoolQuality_Above Average,SchoolQuality_Average,CrimeIndex_Very High
Playa Vista,1717.0,5113.0,3.5714285714285716,2.4285714285714284,5.571428571428571,10.714285714285714,54.285714285714285,"$1,122,805.71",1122805.7142857143,1961.2857142857142,-118.41364800000007,33.9769254991248,1,0,0,0,0,0,0,0,0,1,0
Playa del Rey,2173.125,5638.875,3.375,2.5,0.0,6.0,38.875,"$890,687.50",890687.5,1965.375,-118.44133951162496,33.945661530783255,0,0,0,1,0,0,0,0,0,1,0
Pomona,1447.3312883435583,7267.588957055214,3.1104294478527605,1.803680981595092,9.067484662576687,5.668711656441718,62.88957055214724,"$539,906.58",539906.5828220848,1955.4233128834355,-117.7699420000001,34.06572349912386,0,0,0,0,0,1,0,0,0,1,0
Quartz Hill,2264.4313725490197,11796.882352941177,3.7058823529411766,2.4901960784313726,1.9411764705882353,2.372549019607843,29.15686274509804,"$529,617.65",529617.6470588231,1988.6274509803923,-118.21863657473801,34.65487815033528,0,0,0,1,0,0,0,0,1,0,0
Rancho Palos Verdes,2056.5245901639346,9745.262295081968,3.639344262295082,2.557377049180328,0.9508196721311475,2.8360655737704916,51.09836065573771,"$1,044,052.13",1044052.131147541,1962.1311475409836,-118.35980750108605,33.75869892565828,0,1,0,0,0,0,0,1,0,0,0
Rancho Park,1254.6666666666667,6040.555555555556,2.7777777777777777,1.6666666666666667,2.7777777777777777,6.444444444444445,63.77777777777778,"$874,944.44",874944.4444444443,1944.4444444444443,-118.42312500000006,34.0343149991241,1,0,0,0,0,0,0,1,0,0,0
Redondo Beach,1507.123076923077,5066.6461538461535,3.076923076923077,2.0,3.4461538461538463,5.953846153846154,56.246153846153845,"$1,010,884.62",1010884.6153846158,1959.8461538461538,-118.37710100127826,33.854633999126435,0,0,1,0,0,0,0,1,0,0,0
Rolling Hills,1872.0,11993.333333333334,2.6666666666666665,2.3333333333333335,0.0,4.0,65.66666666666667,"$1,071,666.67",1071666.6666666667,1954.3333333333333,-118.3481265000002,33.76268299912755,0,1,0,0,0,0,0,1,0,0,0
Rolling Hills Estates,2142.25,12921.625,3.75,2.5,0.0,3.75,54.375,"$1,070,750.00",1070750.0,1955.0,-118.35453350000017,33.776429999127444,0,1,0,0,0,0,0,1,0,0,0
Rosemead,1352.5,6776.892857142857,2.8214285714285716,1.75,5.571428571428571,8.178571428571429,65.10714285714286,"$553,160.71",553160.7142857144,1950.2142857142858,-118.08187550000011,34.064645999123826,0,0,0,1,0,0,0,1,0,0,0
Rowland Heights,2135.3802816901407,8234.43661971831,4.0,2.8028169014084505,2.647887323943662,3.535211267605634,40.267605633802816,"$678,992.96",678992.9577464784,1975.8309859154929,-117.89399129564529,33.97357499912506,0,1,0,0,0,0,0,1,0,0,0
San Dimas,1801.4,9030.709090909091,3.5454545454545454,2.2545454545454544,1.6363636363636365,4.345454545454546,47.70909090909091,"$709,945.45",709945.454545454,1970.2363636363636,-117.81326850000013,34.11525949912321,0,0,1,0,0,0,0,1,0,0,0
San Fernando,1379.6842105263158,6103.315789473684,2.8421052631578947,1.7894736842105263,18.842105263157894,8.578947368421053,70.73684210526316,"$537,157.89",537157.894736842,1947.2105263157894,-118.43598850000011,34.288998499121206,0,0,1,0,0,0,0,0,0,1,0
San Gabriel,1563.725,7431.925,2.925,2.025,4.875,5.975,72.475,"$817,600.00",817600.0,1944.525,-118.09900700000023,34.093215999123494,0,0,1,0,0,0,0,0,1,0,0
San Marino,1952.2666666666667,9389.666666666666,3.2,2.066666666666667,0.5333333333333333,4.733333333333333,75.66666666666667,"$1,129,833.33",1129833.3333333335,1938.9333333333334,-118.11505449283317,34.12129999912319,0,1,0,0,0,0,0,1,0,0,0
San Pasqual,2076.0,8175.5,4.0,2.5,0.25,2.5,86.25,"$1,192,000.00",1192000.0,1929.5,-118.10297194101678,34.13938721822464,0,0,0,1,0,0,0,0,1,0,0
San Pedro,1476.6607142857142,6196.125,2.8035714285714284,1.7678571428571428,10.107142857142858,5.446428571428571,73.14285714285714,"$781,526.79",781526.7857142857,1945.8214285714287,-118.28508539395716,33.74337749063614,0,1,0,0,0,0,0,0,0,1,0
Santa Clarita,1996.5079872204474,7524.341853035144,3.686900958466454,2.635782747603834,1.1086261980830672,4.437699680511182,38.543130990415335,"$670,650.16",670650.162939301,1980.8658146964856,-118.49476193960714,34.40885549914785,0,0,1,0,0,0,0,1,0,0,0
Santa Fe Springs,1167.5454545454545,5924.636363636364,3.090909090909091,1.5454545454545454,14.0,10.818181818181818,63.45454545454545,"$489,272.73",489272.72727272747,1952.3636363636363,-118.06368000000016,33.928934999496654,0,0,0,0,0,1,0,0,1,0,0
Santa Monica,1813.7368421052631,5447.631578947368,2.6842105263157894,1.894736842105263,2.6842105263157894,12.0,62.78947368421053,"$897,342.11",897342.1052631583,1944.0526315789473,-118.48056671004807,34.021860499124415,0,0,0,1,0,0,0,1,0,0,0
Sawtelle,1197.65,5779.8,2.7,1.35,3.55,12.3,69.7,"$1,102,050.00",1102050.0,1945.65,-118.45059109758868,34.03506728275898,1,0,0,0,0,0,0,0,0,1,0
Shadow Hills,1705.4666666666667,8812.733333333334,3.2,2.0,0.9333333333333333,6.333333333333333,61.333333333333336,"$712,266.67",712266.6666666666,1954.2666666666667,-118.32881067473647,34.23942849912176,0,0,1,0,0,0,1,0,0,0,0
Sherman Oaks,2179.75,7401.25,3.1666666666666665,2.75,0.0,2.3333333333333335,63.333333333333336,"$1,117,250.00",1117250.0,1951.1666666666667,-118.441514,34.149005499122715,0,0,0,1,0,0,0,0,1,0,0
Sierra Madre,1532.9285714285713,8777.5,2.5714285714285716,1.7857142857142858,2.2857142857142856,2.9285714285714284,67.0,"$893,500.00",893500.0,1950.0714285714287,-118.04883650000005,34.16811299912264,0,1,0,0,0,0,0,1,0,0,0
Signal Hill,1803.142857142857,5593.142857142857,2.857142857142857,2.2857142857142856,7.428571428571429,14.571428571428571,47.857142857142854,"$775,714.29",775714.2857142856,1972.142857142857,-118.16716650000018,33.80437599912704,1,0,0,0,0,0,0,0,1,0,0
Silver Lake,1440.906976744186,5062.674418604651,2.395348837209302,1.930232558139535,7.441860465116279,5.441860465116279,72.67441860465117,"$989,197.67",989197.6744186054,1944.6976744186047,-118.2677075,34.094459499123445,1,0,0,0,0,0,0,0,1,0,0
South El Monte,1230.2857142857142,7068.071428571428,3.2142857142857144,1.5,6.357142857142857,13.214285714285714,60.857142857142854,"$484,071.43",484071.42857142846,1952.9285714285713,-118.0485320000002,34.048729098531766,0,0,0,1,0,0,0,0,1,0,0
South Gate,1281.5849056603774,5729.056603773585,2.7735849056603774,1.5849056603773586,14.830188679245284,13.377358490566039,77.39622641509433,"$480,669.81",480669.8113207553,1938.9811320754718,-118.19381199294568,33.93815849918508,1,0,0,0,0,0,0,0,0,1,0
South Park,1278.9,5616.9,2.6,1.2,22.2,15.3,93.7,"$448,800.00",448800.0,1918.9,-118.268757,33.996463999124586,1,0,0,0,0,0,0,0,0,1,0
South Pasadena,1632.076923076923,7659.538461538462,2.6923076923076925,1.7307692307692308,3.3846153846153846,4.5,82.23076923076923,"$929,307.69",929307.6923076921,1931.1538461538462,-118.15623650000006,34.11216899912327,0,0,1,0,0,0,0,1,0,0,0
South San Gabriel,1336.5714285714287,7264.0,2.7142857142857144,1.5714285714285714,2.4285714285714284,2.5714285714285716,62.0,"$586,857.14",586857.1428571428,1958.0,-118.08974290054033,34.06649262172928,0,0,0,1,0,0,0,1,0,0,0
South San Jose Hills,1158.8,6459.333333333333,3.2,1.2666666666666666,4.0,6.6,55.86666666666667,"$513,066.67",513066.6666666668,1960.6666666666667,-117.90184498555011,34.014947000828826,0,0,0,1,0,0,0,0,0,1,0
South Whittier,1289.118811881188,6636.59405940594,3.128712871287129,1.6732673267326732,8.663366336633663,6.148514851485149,63.663366336633665,"$552,866.34",552866.3366336621,1954.930693069307,-118.0280174858583,33.93619600094783,0,0,0,1,0,0,0,0,1,0,0
Southeast Antelope Valley,2264.4,6121.2,3.2,3.0,1.0,3.0,13.0,"$397,800.00",397800.0,2005.2,-117.92981254313324,34.466085813777,0,0,0,1,0,0,0,0,1,0,0
Stevenson Ranch,3063.68,8386.08,4.2,3.72,0.08,4.0,19.6,"$961,160.00",961160.0,1998.4,-118.58387954676732,34.394100486491,0,0,1,0,0,0,0,1,0,0,0
Studio City,2260.8125,7903.0,3.1875,2.875,5.4375,4.6875,55.125,"$1,062,625.00",1062625.0,1959.25,-118.38747919966544,34.137891999122886,0,0,1,0,0,0,0,1,0,0,0
Sun Valley,1398.0,7118.672131147541,3.0655737704918034,1.901639344262295,12.540983606557377,12.01639344262295,67.55737704918033,"$631,680.33",631680.3278688522,1950.0655737704917,-118.3843172128845,34.22661749912173,0,0,1,0,0,0,0,0,0,1,0
Sun Village,2577.4166666666665,7771.833333333333,3.9166666666666665,2.75,0.75,2.5833333333333335,13.416666666666666,"$410,083.33",410083.3333333333,2006.5833333333333,-117.95659832063463,34.55769669238235,0,0,0,1,0,0,0,0,0,1,0
Sunland,1549.857142857143,6356.285714285715,2.7857142857142856,2.0,6.785714285714286,3.7857142857142856,62.142857142857146,"$747,857.14",747857.142857143,1958.0,-118.31202250000007,34.27073099912134,0,0,1,0,0,0,0,0,1,0,0
Sylmar,1520.75,7644.466666666666,3.2666666666666666,2.1333333333333333,11.75,6.75,56.36666666666667,"$603,283.33",603283.3333333331,1963.2833333333333,-118.45205006616247,34.308403858579155,0,0,1,0,0,0,0,0,0,1,0
Temple City,1626.1702127659576,7568.04255319149,3.0851063829787235,2.0425531914893615,1.9148936170212767,5.361702127659575,59.40425531914894,"$828,031.94",828031.9361702128,1957.8510638297873,-118.05489926123286,34.103177499123404,0,0,1,0,0,0,0,1,0,0,0
Toluca Lake,1476.0,6837.5,2.4166666666666665,2.0,6.083333333333333,6.166666666666667,73.33333333333333,"$1,028,208.33",1028208.3333333335,1943.9166666666667,-118.35795100000007,34.15349309467193,0,0,1,0,0,0,0,0,0,1,0
Topanga,1937.111111111111,9087.333333333334,2.6666666666666665,2.0,0.2222222222222222,2.4444444444444446,49.333333333333336,"$1,017,555.56",1017555.5555555557,1964.2222222222222,-118.60842021657524,34.092639152756504,0,1,0,0,0,0,0,0,1,0,0
Torrance,1739.3917525773195,6152.09793814433,3.484536082474227,2.2371134020618557,2.9948453608247423,8.922680412371134,57.65979381443299,"$925,559.28",925559.2783505132,1958.2938144329896,-118.35171088115038,33.83363899912668,0,0,1,0,0,0,0,1,0,0,0
Tujunga,1555.4761904761904,6725.380952380952,3.1904761904761907,2.238095238095238,4.9523809523809526,3.7142857142857144,61.523809523809526,"$763,000.00",763000.0,1957.2857142857142,-118.2818,34.26134009006462,0,0,1,0,0,0,0,0,1,0,0
Unincorporated Santa Monica Mountains,1937.5,12323.75,3.0,3.25,0.0,2.0,31.0,"$1,330,875.00",1330875.0,1987.5,-118.77026791367985,34.08764574746935,0,0,0,1,0,0,0,1,0,0,0
University Park,2178.0,6334.333333333333,4.333333333333333,1.3333333333333333,14.0,8.333333333333334,120.66666666666667,"$913,000.00",913000.0,1899.3333333333333,-118.28280750000005,34.02811399912429,1,0,0,0,0,0,1,0,0,0,0
Valinda,1388.2380952380952,7261.952380952381,3.0952380952380953,1.8571428571428572,6.857142857142857,4.523809523809524,62.523809523809526,"$546,523.81",546523.8095238096,1956.4761904761904,-117.93079549289092,34.03845250216805,0,0,0,1,0,0,0,0,0,1,0
Valley Glen,1559.1052631578948,6827.526315789473,3.1578947368421053,1.894736842105263,7.105263157894737,5.157894736842105,69.0,"$847,500.00",847500.0,1948.7894736842106,-118.4145170000001,34.18950449912223,0,0,1,0,0,0,0,0,0,1,0
Valley Village,1981.25,7441.916666666667,2.6666666666666665,2.1666666666666665,6.0,3.6666666666666665,73.25,"$1,125,166.67",1125166.6666666665,1942.5,-118.39620200000005,34.163355999122615,0,0,1,0,0,0,0,1,0,0,0
Venice,1634.857142857143,4018.0476190476193,2.619047619047619,1.9523809523809523,2.5238095238095237,9.19047619047619,64.04761904761905,"$927,500.00",927500.0,1943.095238095238,-118.46284569710343,33.98627321715173,0,0,0,1,0,0,0,0,0,1,0
Vermont Knolls,1381.0,5352.222222222223,2.7777777777777777,1.6666666666666667,22.22222222222222,5.444444444444445,91.22222222222223,"$579,777.78",579777.7777777779,1927.5555555555557,-118.29050700000013,33.967009999125,1,0,0,0,0,0,1,0,0,0,0
Vermont Square,1485.892857142857,5698.0,2.892857142857143,1.4642857142857142,22.357142857142858,8.392857142857142,104.39285714285714,"$624,428.57",624428.5714285712,1914.4642857142858,-118.29880750000001,34.00206299912453,1,0,0,0,0,0,1,0,0,0,0
Vermont Vista,1147.7826086956522,5343.869565217391,2.391304347826087,1.3478260869565217,22.17391304347826,7.173913043478261,87.08695652173913,"$507,527.39",507527.3913043477,1932.3478260869565,-118.28545100000014,33.94170804236504,1,0,0,0,0,0,1,0,0,0,0
Vermont-Slauson,1107.9411764705883,4691.882352941177,2.5294117647058822,1.2941176470588236,22.11764705882353,10.117647058823529,93.41176470588235,"$455,382.35",455382.3529411766,1921.6470588235295,-118.29035750000011,33.98391399912471,1,0,0,0,0,0,1,0,0,0,0
Vincent,1267.6333333333334,6537.7,3.2,1.6666666666666667,5.866666666666666,6.033333333333333,62.86666666666667,"$506,450.00",506450.0,1955.8,-117.9247939857519,34.09951050296921,0,0,0,1,0,0,0,0,1,0,0
Walnut,2087.1020408163267,10028.673469387755,3.7755102040816326,2.6530612244897958,1.653061224489796,3.0,37.51020408163265,"$793,989.80",793989.7959183677,1978.2857142857142,-117.86012600000016,34.03324799912426,0,0,1,0,0,0,0,1,0,0,0
Walnut Park,1373.5,7835.0,2.5,1.5,21.0,8.5,76.0,"$347,000.00",347000.0,1922.5,-118.2205114788757,33.96698150372215,1,0,0,0,0,0,1,0,0,0,0
Watts,1173.04,4548.6,2.96,1.76,22.08,12.92,62.84,"$432,900.00",432900.0,1956.76,-118.2399365,33.94161900130861,1,0,0,0,0,0,1,0,0,0,0
West Adams,1319.7777777777778,4530.388888888889,2.5555555555555554,1.4444444444444444,19.22222222222222,10.333333333333334,85.94444444444444,"$816,083.33",816083.3333333335,1928.388888888889,-118.35517858045984,34.02886149912419,1,0,0,0,0,0,1,0,0,0,0
West Carson,1671.7619047619048,5824.523809523809,3.5238095238095237,2.2857142857142856,12.761904761904763,12.571428571428571,57.0,"$668,833.33",668833.3333333335,1960.7619047619048,-118.29227748370761,33.82207250060746,0,0,1,0,0,0,0,0,0,1,0
West Compton,1234.6666666666667,6046.833333333333,2.8333333333333335,1.3333333333333333,10.5,15.333333333333334,58.666666666666664,"$406,166.67",406166.6666666667,1954.0,-118.26773698606382,33.89413650249922,0,0,0,0,1,0,1,0,0,0,0
West Covina,1557.7364341085272,8642.356589147286,3.3410852713178296,2.108527131782946,8.310077519379846,4.248062015503876,59.98449612403101,"$593,391.47",593391.4728682177,1957.6046511627908,-117.91269950000019,34.047182499124105,0,0,1,0,0,0,0,0,1,0,0
West Hills,1841.8294573643411,8868.550387596899,3.5891472868217056,2.4108527131782944,3.5813953488372094,3.565891472868217,53.333333333333336,"$787,943.64",787943.6356589157,1965.4341085271317,-118.63539850000006,34.207253636931036,0,1,0,0,0,0,0,1,0,0,0
West Hollywood,1374.0,5028.0,2.25,1.75,1.25,9.75,79.5,"$806,625.00",806625.0,1926.75,-118.36961300000019,34.08721323709856,1,0,0,0,0,0,0,0,1,0,0
West Los Angeles,1573.076923076923,6227.307692307692,2.923076923076923,2.076923076923077,4.076923076923077,8.076923076923077,80.3076923076923,"$1,086,230.77",1086230.7692307695,1928.7692307692307,-118.4307445,34.04722049912392,1,0,0,0,0,0,0,0,1,0,0
West Puente Valley,1286.7297297297298,6578.216216216216,3.3513513513513513,1.945945945945946,7.621621621621622,6.621621621621622,60.08108108108108,"$490,486.49",490486.4864864867,1956.4594594594594,-117.96992450000026,34.04986049390857,0,0,0,1,0,0,0,0,0,1,0
West San Dimas,2040.0,16373.0,3.0,3.0,3.0,3.0,48.0,"$385,000.00",385000.0,1954.0,-117.83509899236435,34.08743165988433,0,0,0,1,0,0,0,0,1,0,0
West Whittier-Los Nietos,1241.1463414634147,6369.829268292683,3.024390243902439,1.3658536585365855,11.024390243902438,9.926829268292684,68.29268292682927,"$535,621.95",535621.9512195126,1948.9756097560976,-118.07001998587738,33.98055999993961,0,0,0,1,0,0,0,0,0,1,0
Westchester,1631.3050847457628,6644.983050847458,3.288135593220339,2.0,3.593220338983051,7.406779661016949,69.15254237288136,"$1,104,146.37",1104146.3728813548,1947.457627118644,-118.39829259016352,33.95599525987285,1,0,0,0,0,0,0,0,0,1,0
Westlake,2345.6666666666665,4853.333333333333,7.333333333333333,4.0,19.333333333333332,13.666666666666666,105.66666666666667,"$731,333.33",731333.3333333334,1912.6666666666667,-118.27222100000006,34.062360999123754,1,0,0,0,0,0,0,0,0,1,0
Westmont,1087.923076923077,5835.076923076923,2.4615384615384617,1.1538461538461537,19.46153846153846,6.384615384615385,77.76923076923077,"$519,346.15",519346.15384615393,1938.2307692307693,-118.30463897559736,33.94520750243695,1,0,0,0,0,0,1,0,0,0,0
Westwood,2921.5,10719.0,3.0,3.0,1.5,5.5,60.0,"$511,250.00",511250.0,1939.5,-118.44047994677246,34.06523499912381,1,0,0,0,0,0,0,0,1,0,0
Whittier,1450.320610687023,7083.175572519084,2.9160305343511452,1.6717557251908397,4.770992366412214,5.00763358778626,69.32824427480917,"$629,087.79",629087.7862595421,1949.4122137404581,-118.01891099569201,33.97944100062401,0,0,0,1,0,0,0,0,1,0,0
Willowbrook,1222.04,5165.16,2.96,1.24,13.92,12.92,72.28,"$427,300.00",427300.0,1947.84,-118.25231247908229,33.91571050382859,1,0,0,0,0,0,1,0,0,0,0
Wilmington,1204.21875,5318.5,2.8125,1.59375,16.6875,15.125,66.1875,"$442,296.88",442296.875,1948.84375,-118.25918700000008,33.79129350128175,0,0,0,1,0,0,0,0,0,1,0
Windsor Square,2336.25,7491.75,3.0,2.5,5.0,3.5,92.25,"$1,126,750.00",1126750.0,1919.0,-118.31990900000005,34.06910849912372,1,0,0,0,0,0,0,0,1,0,0
Winnetka,1434.75,7574.75,4.0,2.25,6.75,8.0,65.0,"$605,500.00",605500.0,1954.75,-118.57521950000014,34.21045949912199,0,1,0,0,0,0,0,0,0,1,0
Woodland Hills,2164.1935483870966,9108.838709677419,3.458064516129032,2.574193548387097,1.6387096774193548,3.335483870967742,56.21935483870968,"$975,429.04",975429.0387096736,1962.8709677419354,-118.61521650000006,34.159408692550485,0,1,0,0,0,0,0,1,0,0,0
